684	Stochastic Attribute Selection Committees	1998	Australian Joint Conference on Artificial Intelligence	Zijian Zheng,Geoffrey I. Webb
685	Incremental Generalization for Mining in a Data Warehousing Environment	1998	EDBT	Martin Ester,Rudiger Wittmann
686	Using Join Operations as Reducers in Distributed Query Processing	1990	DPDS	Ming-Syan Chen,Philip S. Yu
687	Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy	1998	SIGMOD Conference	Takahiko Shintani,Masaru Kitsuregawa
688	An Empirical Comparison of Voting Classification Algorithms: Bagging, Boosting, and Variants	1999	Machine Learning	Eric Bauer,Ron Kohavi
689	Decidability and Undecidability Results for the Termination Problem of Active Database Rules	1998	PODS	James Bailey,Guozhu Dong,Kotagiri Ramamohanarao
690	Visualizing and discovering non-trivial patterns in large time series databases	2005	Information Visualization	Jessica Lin,Eamonn J. Keogh,Stefano Lonardi
691	Automatic generation of compiled forms for linear recursions	1992	Inf. Syst.	Jiawei Han,Kangsheng Zeng
692	Chain-Split Evaluation in Deductive Databases	1995	IEEE Trans. Knowl. Data Eng.	Jiawei Han
693	Closed Set Based Discovery of Maximal Covering Rules	2003	International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems	Marzena Kryszkiewicz
694	Systems for Knowledge Discovery in Databases	1993	IEEE Trans. Knowl. Data Eng.	Christopher J. Matheus,Philip K. Chan,Gregory Piatetsky-Shapiro
695	Levelwise Search and Borders of Theories in Knowledge Discovery	1997	Data Min. Knowl. Discov.	Heikki Mannila,Hannu Toivonen
696	Efficient Mining of Association Rules in Distributed Databases	1996	IEEE Trans. Knowl. Data Eng.	David Wai-Lok Cheung,Vincent T. Y. Ng,Ada Wai-Chee Fu,Yongjian Fu
697	Hypergraph Based Clustering in High-Dimensional Data Sets: A Summary of Results	1998	IEEE Data Eng. Bull.	Eui-Hong Han,George Karypis,Vipin Kumar,Bamshad Mobasher
698	NeuroRule: A Connectionist Approach to Data Mining	1995	VLDB	Hongjun Lu,Rudy Setiono,Huan Liu
699	MDM/KDD 2002: Multimedia Data Mining between Promises and Problems	2002	SIGKDD Explorations	Simeon J. Simoff,Chabane Djeraba,Osmar R. Zaiane
700	Feature Engineering for a Gene Regulation Prediction Task	2002	SIGKDD Explorations	George Forman
701	Effective Data Mining Using Neural Networks	1996	IEEE Trans. Knowl. Data Eng.	Hongjun Lu,Rudy Setiono,Huan Liu
702	Guest Editor's Introduction: Knowledge Discovery in Databases-from Research to Applications	1995	J. Intell. Inf. Syst.	Gregory Piatetsky-Shapiro
703	Attribute-Oriented Induction in data Mining	1996	Advances in Knowledge Discovery and Data Mining	Jiawei Han,Yongjian Fu
704	An Information Theoretic Approach to Rule Induction from Databases	1992	IEEE Trans. Knowl. Data Eng.	Padhraic Smyth,Rodney M. Goodman
705	Signature False Drops due to Combinatorial Error	1995	DASFAA	Sam Yuan Sung,H. Zhang
706	Pattern Discovery in Temporal Databases: A Temporal Logic Approach	1996	KDD	Balaji Padmanabhan,Alexander Tuzhilin
707	Candidate Elimination Criteria for Lazy Bayesian Rules	2001	Australian Joint Conference on Artificial Intelligence	Geoffrey I. Webb
708	Towards On-Line Analytical Mining in Large Databases	1998	SIGMOD Record	Jiawei Han
709	Mining Databases: Towards Algorithms for Knowledge Discovery	1998	IEEE Data Eng. Bull.	Usama M. Fayyad
710	Automatic Subspace Clustering of High Dimensional Data for Data Mining Applications	1998	SIGMOD Conference	Rakesh Agrawal,Johannes Gehrke,Dimitrios Gunopulos,Prabhakar Raghavan
711	Algorithms for Association Rule Mining - A General Survey and Comparison	2000	SIGKDD Explorations	Jochen Hipp,Ulrich Guntzer,Gholamreza Nakhaeizadeh
712	Predicting Equity Returns from Securities Data	1996	Advances in Knowledge Discovery and Data Mining	Chidanand Apte,Se June Hong
713	Maintaining Constrained Transitive Closure by Conjunctive Queries	1997	DOOD	Guozhu Dong,Kotagiri Ramamohanarao
714	Efficient Mining of Emerging Patterns: Discovering Trends and Differences	1999	KDD	Guozhu Dong,Jinyan Li
715	Mining Frequent Patterns without Candidate Generation	2000	SIGMOD Conference	Jiawei Han,Jian Pei,Yiwen Yin
716	Approximate Inference of Functional Dependencies from Relations	1995	Theor. Comput. Sci.	Jyrki Kivinen,Heikki Mannila
717	A Metapattern-Based Automated Discovery Loop for Integrated Data Mining - Unsupervised Learning of Relational Patterns	1996	IEEE Trans. Knowl. Data Eng.	Wei-Min Shen,Bing Leng
718	Discovering Web Access Patterns and Trends by Applying OLAP and Data Mining Technology on Web Logs	1998	ADL	Osmar R. Zaiane,Man Xin,Jiawei Han
719	Mining Large Itemsets for Association Rules	1998	IEEE Data Eng. Bull.	Charu C. Aggarwal,Philip S. Yu
720	The True Lift Model - A Novel Data Mining Approach to Response Modeling in Database Marketing	2002	SIGKDD Explorations	Victor S. Y. Lo
721	An Extensive Empirical Study of Feature Selection Metrics for Text Classification	2003	Journal of Machine Learning Research	George Forman
722	What Is the Nearest Neighbor in High Dimensional Spaces?	2000	VLDB	Alexander Hinneburg,Charu C. Aggarwal,Daniel A. Keim
723	Multi-relational data mining: an introduction	2003	SIGKDD Explorations	Saso Dzeroski
724	Efficient and Effective Clustering Methods for Spatial Data Mining	1994	VLDB	Raymond T. Ng,Jiawei Han
725	Simple Statistical Gradient-Following Algorithms for Connectionist Reinforcement Learning	1992	Machine Learning	Ronald J. Williams
726	H-Map: A Dimension Reduction Mapping for Approximate Retrieval of Multi-dimensional Data	1999	Discovery Science	Takeshi Shinohara,Jianping Chen,Hiroki Ishizaka
727	A Sufficient Condition for Polynomial Distribution-dependent Learnability	1997	Discrete Applied Mathematics	Martin Anthony,John Shawe-Taylor
728	Probabilistic Independence Networks for Hidden Markov Probability Models	1997	Neural Computation	Padhraic Smyth,David Heckerman,Michael I. Jordan
729	Beyond Independent Components: Trees and Clusters	2003	Journal of Machine Learning Research	Francis R. Bach,Michael I. Jordan
730	Sequential Prediction of Individual Sequences Under General Loss Functions	1998	IEEE Transactions on Information Theory	David Haussler,Jyrki Kivinen,Manfred K. Warmuth
731	Efficient Cost Measures for Motion Compensation at Low Bit Rates (Extended Abstract)	1996	Data Compression Conference	Dzung T. Hoang,Philip M. Long,Jeffrey Scott Vitter
732	Forward Models: Supervised Learning with a Distal Teacher	1992	Cognitive Science	Michael I. Jordan,David E. Rumelhart
733	The Strength of Weak Learnability	1990	Machine Learning	Robert E. Schapire
734	Object Recognition with Gradient-Based Learning	1999	Shape, Contour and Grouping in Computer Vision	Yann LeCun,Patrick Haffner,Leon Bottou,Yoshua Bengio
735	Blind Source Separation and Deconvolution: the Dynamic Component Analysis Algorithm	1998	Neural Computation	Hagai Attias,Christoph E. Schreiner
736	Estimating the Support of a High-Dimensional Distribution	2001	Neural Computation	Bernhard Scholkopf,John C. Platt,John Shawe-Taylor,Alex J. Smola,Robert C. Williamson
737	Memory-based neural networks for robot learning	1995	Neurocomputing	Christopher G. Atkeson,Stefan Schaal
738	The Utility of Knowledge in Inductive Learning	1992	Machine Learning	Michael J. Pazzani,Dennis F. Kibler
739	Constructing free-energy approximations and generalized belief propagation algorithms	2005	IEEE Transactions on Information Theory	Jonathan S. Yedidia,William T. Freeman,Yair Weiss
740	The Genomics of a Signaling Pathway: A KDD Cup Challenge Task	2002	SIGKDD Explorations	Mark Craven
741	Learning Evaluation Functions to Improve Optimization by Local Search	2000	Journal of Machine Learning Research	Justin A. Boyan,Andrew W. Moore
742	Greedy Algorithms for Classification -- Consistency, Convergence Rates, and Adaptivity	2003	Journal of Machine Learning Research	Shie Mannor,Ron Meir,Tong Zhang
743	Sequential Monte Carlo Methods to Train Neural Network Models	2000	Neural Computation	Joao F. G. de Freitas,Mahesan Niranjan,Andrew H. Gee,Arnaud Doucet
744	Improvements to Platt's SMO Algorithm for SVM Classifier Design	2001	Neural Computation	S. Sathiya Keerthi,Shirish Krishnaj Shevade,Chiranjib Bhattacharyya,K. R. K. Murthy
745	An Introduction to MCMC for Machine Learning	2003	Machine Learning	Christophe Andrieu,Nando de Freitas,Arnaud Doucet,Michael I. Jordan
746	A Fast, Compact Approximation of the Exponential Function	1999	Neural Computation	Nicol N. Schraudolph
747	The Hierarchical Hidden Markov Model: Analysis and Applications	1998	Machine Learning	Shai Fine,Yoram Singer,Naftali Tishby
748	The Computer-Aided Discovery of Scientific Knowledge	1998	Discovery Science	Pat Langley
749	Kernel Independent Component Analysis	2002	Journal of Machine Learning Research	Francis R. Bach,Michael I. Jordan
750	Incorporating Biological Knowledge into Evaluation of Causal Regulatory Hypotheses	2003	Pacific Symposium on Biocomputing	Lonnie Chrisman,Pat Langley,Stephen D. Bay
751	Adaptive Mixtures of Probabilistic Transducers	1997	Neural Computation	Yoram Singer
752	Spike-Timing-Dependent Hebbian Plasticity as Temporal Difference Learning	2001	Neural Computation	Rajesh P. N. Rao,Terrence J. Sejnowski
753	Tree-based reparameterization framework for analysis of sum-product and related algorithms	2003	IEEE Transactions on Information Theory	Martin J. Wainwright,Tommi Jaakkola,Alan S. Willsky
754	Bounds on Error Expectation for Support Vector Machines	2000	Neural Computation	Vladimir Vapnik,Olivier Chapelle
755	Enlarging the Margins in Perceptron Decision Trees	2000	Machine Learning	Kristin P. Bennett,Nello Cristianini,John Shawe-Taylor,Donghui Wu
756	Prediction Games and Arcing Algorithms	1999	Neural Computation	Leo Breiman
757	Correctness of Local Probability Propagation in Graphical Models with Loops	2000	Neural Computation	Yair Weiss
758	Polyhedral mixture of linear experts for many-to-one mapping inversion and multiple controllers	2001	Neurocomputing	Amir Karniel,Ron Meir,Gideon F. Inbar
759	The Power of Amnesia: Learning Probabilistic Automata with Variable Memory Length	1996	Machine Learning	Dana Ron,Yoram Singer,Naftali Tishby
760	A Bayesian Committee Machine	2000	Neural Computation	Volker Tresp
761	Applying Inductive Logic Programming to Predicting Gene Function	2004	AI Magazine	Ross D. King
762	Approximate Statistical Test For Comparing Supervised Classification Learning Algorithms	1998	Neural Computation	Thomas G. Dietterich
763	Explicit Bit Minimization for Motion-Compensated Video Coding	1994	Data Compression Conference	Dzung T. Hoang,Philip M. Long,Jeffrey Scott Vitter
764	Robust Full Bayesian Learning for Radial Basis Networks	2001	Neural Computation	Christophe Andrieu,Nando de Freitas,Arnaud Doucet
765	Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity	1998	SIGMOD Conference	William W. Cohen
766	Scalability and efficiency in multi-relational data mining	2003	SIGKDD Explorations	Hendrik Blockeel,Michele Sebag
767	The Subspace Information Criterion for Infinite Dimensional Hypothesis Spaces	2002	Journal of Machine Learning Research	Masashi Sugiyama,Klaus-Robert Muller
768	A Response to Webb and Ting's On the Application of ROC Analysis to Predict Classification Performance Under Varying Class Distributions	2005	Machine Learning	Tom Fawcett,Peter A. Flach
769	Trading Variance Reduction with Unbiasedness: The Regularized Subspace Information Criterion for Robust Model Selection in Kernel Regression	2004	Neural Computation	Masashi Sugiyama,Motoaki Kawanabe,Klaus-Robert Muller
770	Learning Dynamic Bayesian Networks	1997	Summer School on Neural Networks	Zoubin Ghahramani
771	Complexity Issues in Natural Gradient Descent Method for Training Multi-Layer Perceptrons	1998	Neural Computation	Howard Hua Yang,Shun-ichi Amari
772	LeRec: a NN/HMM hybrid for on-line handwriting recognition	1995	Neural Computation	Yoshua Bengio,Yann LeCun,Craig R. Nohl,Christopher J. C. Burges
773	PAC Learning Intersections of Halfspaces with Membership Queries	1998	Algorithmica	Stephen Kwek,Leonard Pitt
774	A unifying framework for invariant pattern recognition	1996	Pattern Recognition Letters	Jeffrey Wood,John Shawe-Taylor
775	Feature Extraction by Non-Parametric Mutual Information Maximization	2003	Journal of Machine Learning Research	Kari Torkkola
776	Training nu-Support Vector Classifiers: Theory and Algorithms	2001	Neural Computation	Chih-Chung Chang,Chih-Jen Lin
777	Efficient agnostic learning of neural networks with bounded fan-in	1996	IEEE Transactions on Information Theory	Wee Sun Lee,Peter L. Bartlett,Robert C. Williamson
778	Belief networks, hidden Markov models, and Markov random fields: A unifying view	1997	Pattern Recognition Letters	Padhraic Smyth
779	Energy-Based Models for Sparse Overcomplete Representations	2003	Journal of Machine Learning Research	Yee Whye Teh,Max Welling,Simon Osindero,Geoffrey E. Hinton
780	Factor Analysis Using Delta-Rule Wake-Sleep Learning	1997	Neural Computation	Radford M. Neal,Peter Dayan
781	Policy Search using Paired Comparisons	2002	Journal of Machine Learning Research	Malcolm J. A. Strens,Andrew W. Moore
782	The Convergence of TD(lambda) for General lambda	1992	Machine Learning	Peter Dayan
783	Variational Learning for Switching State-Space Models	2000	Neural Computation	Zoubin Ghahramani,Geoffrey E. Hinton
784	A survey of kernels for structured data	2003	SIGKDD Explorations	Thomas Gartner
785	On the Uniqueness of Loopy Belief Propagation Fixed Points	2004	Neural Computation	Tom Heskes
786	On the Rate of Convergence of Regularized Boosting Classifiers	2003	Journal of Machine Learning Research	Gilles Blanchard,Gabor Lugosi,Nicolas Vayatis
787	Mixtures of Probabilistic Principal Component Analysers	1999	Neural Computation	Michael E. Tipping,Christopher M. Bishop
788	Efficient Induction of Logic Programs	1990	ALT	Stephen Muggleton,Cao Feng
789	Learning Continuous Probability Distributions with Symmetric Diffusion Networks	1993	Cognitive Science	Javier R. Movellan,James L. McClelland
790	Sparse Bayesian Learning and the Relevance Vector Machine	2001	Journal of Machine Learning Research	Michael E. Tipping
791	A Decision-Theoretic Extension of Stochastic Complexity and Its Applications to Learning	1998	IEEE Transactions on Information Theory	Kenji Yamanishi
792	Gaussian Processes for Classification: Mean-Field Algorithms	2000	Neural Computation	Manfred Opper,Ole Winther
793	Rademacher penalties and structural risk minimization	2001	IEEE Transactions on Information Theory	Vladimir Koltchinskii
794	Inductive Learning in Deductive Databases	1993	IEEE Trans. Knowl. Data Eng.	Saso Dzeroski,Nada Lavrac
795	Sequential greedy approximation for certain convex optimization problems	2003	IEEE Transactions on Information Theory	Tong Zhang
796	Approximate Retrieval of High-Dimensional Data by Spatial Indexing	1998	Discovery Science	Takeshi Shinohara,Jiyuan An,Hiroki Ishizaka
797	Providing Database-like Access to the Web Using Queries Based on Textual Similarity	1998	SIGMOD Conference	William W. Cohen
798	Learning Team Strategies: Soccer Case Studies	1998	Machine Learning	Rafal Salustowicz,Marco Wiering,Jurgen Schmidhuber
799	Leave-One-Out Bounds for Kernel Methods	2003	Neural Computation	Tong Zhang
800	Dynamic Model of Visual Recognition Predicts Neural Response Properties in the Visual Cortex	1997	Neural Computation	Rajesh P. N. Rao,Dana H. Ballard
801	Recurrent Sampling Models for the Helmholtz Machine	1999	Neural Computation	Peter Dayan
802	Robust Regression with Asymmetric Heavy-Tail Noise Distributions	2002	Neural Computation	Ichiro Takeuchi,Yoshua Bengio,Takafumi Kanamori
803	Toward Drawing an Atlas of Hypothesis Classes: Approximating a Hypothesis via Another Hypothesis Model	2002	Discovery Science	Osamu Maruyama,Takayoshi Shoudai,Satoru Miyano
804	Linear Programming Boosting via Column Generation	2002	Machine Learning	Ayhan Demiriz,Kristin P. Bennett,John Shawe-Taylor
805	An Approximate Analytical Approach to Resampling Averages	2003	Journal of Machine Learning Research	Dorthe Malzahn,Manfred Opper
806	Warmr: a data mining tool for chemical data	2001	Journal of Computer-Aided Molecular Design	Ross D. King,Ashwin Srinivasan,Luc Dehaspe
807	Associative Reinforcement Learning: A Generate and Test Algorithm	1994	Machine Learning	Leslie Pack Kaelbling
808	Formulations of Support Vector Machines: A Note from an Optimization Point of View	2001	Neural Computation	Chih-Jen Lin
809	A Note on the Decomposition Methods for Support Vector Regression	2002	Neural Computation	Shuo-Peng Liao,Hsuan-Tien Lin,Chih-Jen Lin
810	Generalization Error Bounds for Bayesian Mixture Algorithms	2003	Journal of Machine Learning Research	Ron Meir,Tong Zhang
811	A Unifying Review of Linear Gaussian Models	1999	Neural Computation	Sam T. Roweis,Zoubin Ghahramani
812	On the Performance of Kernel Classes	2003	Journal of Machine Learning Research	Shahar Mendelson
813	Learning with Mixtures of Trees	2000	Journal of Machine Learning Research	Marina Meila,Michael I. Jordan
814	Kernels and Distances for Structured Data	2004	Machine Learning	Thomas Gartner,John W. Lloyd,Peter A. Flach
815	Online Learning of Linear Classifiers	2002	Machine Learning Summer School	Jyrki Kivinen
816	Associative Reinforcement Learning: Functions in k-DNF	1994	Machine Learning	Leslie Pack Kaelbling
817	Laplacian Eigenmaps for Dimensionality Reduction and Data Representation	2003	Neural Computation	Mikhail Belkin,Partha Niyogi
818	On a Kernel-Based Method for Pattern Recognition, Regression, Approximation, and Operator Inversion	1998	Algorithmica	Alex J. Smola,Bernhard Scholkopf
819	Bias/Variance Decompositions for Likelihood-Based Estimators	1998	Neural Computation	Tom Heskes
820	Efficient Read-Restricted Monotone CNF/DNF Dualization by Learning with Membership Queries	1999	Machine Learning	Carlos Domingo,Nina Mishra,Leonard Pitt
821	New Support Vector Algorithms	2000	Neural Computation	Bernhard Scholkopf,Alex J. Smola,Robert C. Williamson,Peter L. Bartlett
822	Using Machine Learning to Design and Interpret Gene-Expression Microarrays	2004	AI Magazine	Michael Molla,Michael Waddell,David Page,Jude W. Shavlik
823	TD(lambda) Converges with Probability 1	1994	Machine Learning	Peter Dayan,Terrence J. Sejnowski
824	Relational Learning with Statistical Predicate Invention: Better Models for Hypertext	2001	Machine Learning	Mark Craven,Sean Slattery
825	Shifting Inductive Bias with Success-Story Algorithm, Adaptive Levin Search, and Incremental Self-Improvement	1997	Machine Learning	Jurgen Schmidhuber,Jieyu Zhao,Marco Wiering
826	Background Knowledge and Declarative Bias in Inductive Concept Learning	1992	AII	Nada Lavrac,Saso Dzeroski
827	Biochemical Knowledge Discovery Using Inductive Logic Programming	1998	Discovery Science	Stephen Muggleton,Ashwin Srinivasan,Ross D. King,Michael J. E. Sternberg
828	Context-sensitive Learning Methods for Text Categorization	1999	ACM Trans. Inf. Syst.	William W. Cohen,Yoram Singer
829	Biological applications of multi-relational data mining	2003	SIGKDD Explorations	David Page,Mark Craven
830	Using Expectation-Maximization for Reinforcement Learning	1997	Neural Computation	Peter Dayan,Geoffrey E. Hinton
831	Potential-Based Algorithms in On-Line Prediction and Game Theory	2003	Machine Learning	Nicolo Cesa-Bianchi,Gabor Lugosi
832	On the Dual Formulation of Regularized Linear Systems with Convex Risks	2002	Machine Learning	Tong Zhang
833	Sparseness of Support Vector Machines	2003	Journal of Machine Learning Research	Ingo Steinwart
834	Computation with Infinite Neural Networks	1998	Neural Computation	Christopher K. I. Williams
835	Worst-Case Bounds for the Logarithmic Loss of Predictors	2001	Machine Learning	Nicolo Cesa-Bianchi,Gabor Lugosi
836	Gene Selection for Cancer Classification using Support Vector Machines	2002	Machine Learning	Isabelle Guyon,Jason Weston,Stephen Barnhill,Vladimir Vapnik
837	A Learning Theorem for Networks at Detailed Stochastic Equilibrium	1998	Neural Computation	Javier R. Movellan
838	Fast Curvature Matrix-Vector Products for Second-Order Gradient Descent	2002	Neural Computation	Nicol N. Schraudolph
839	Constructive Incremental Learning from Only Local Information	1998	Neural Computation	Stefan Schaal,Christopher G. Atkeson
840	Attractor Dynamics in Feedforward Neural Networks	2000	Neural Computation	Lawrence K. Saul,Michael I. Jordan
841	Active EM to reduce noise in activity recognition	2007	IUI	Jianqiang Shen,Thomas G. Dietterich
842	Selective Sampling Using the Query by Committee Algorithm	1997	Machine Learning	Yoav Freund,H. Sebastian Seung,Eli Shamir,Naftali Tishby
843	Finding the Most Interesting Patterns in a Database Quickly by Using Sequential Sampling	2002	Journal of Machine Learning Research	Tobias Scheffer,Stefan Wrobel
844	Bottom-Up Relational Learning of Pattern Matching Rules for Information Extraction	2003	Journal of Machine Learning Research	Mary Elaine Califf,Raymond J. Mooney
845	Quantifying Prior Determination Knowledge Using the PAC Learning Model	1994	Machine Learning	Sridhar Mahadevan,Prasad Tadepalli
846	PAC-Bayesian Generalisation Error Bounds for Gaussian Process Classification	2002	Journal of Machine Learning Research	Matthias Seeger
847	A Few Notes on Statistical Learning Theory	2002	Machine Learning Summer School	Shahar Mendelson
848	Structural Risk Minimization Over Data-Dependent Hierarchies	1998	IEEE Transactions on Information Theory	John Shawe-Taylor,Peter L. Bartlett,Robert C. Williamson,Martin Anthony
849	Automatically Exploring Hypotheses About Fault Prediction: A Comparative Study of Inductive Logic Programming Methods	1999	International Journal of Software Engineering and Knowledge Engineering	William W. Cohen,Premkumar T. Devanbu
850	An Empirical Study of the Use of Relevance Information in Inductive Logic Programming	2003	Journal of Machine Learning Research	Ashwin Srinivasan,Ross D. King,Michael Bain
851	Some Results on Weakly Accurate Base Learners for Boosting Regression and Classification	2000	Multiple Classifier Systems	Wenxin Jiang
852	Improving the sample complexity using global data	2002	IEEE Transactions on Information Theory	Shahar Mendelson
853	Extracting Context-Sensitive Models in Inductive Logic Programming	2001	Machine Learning	Ashwin Srinivasan
854	BoosTexter: A Boosting-based System for Text Categorization	2000	Machine Learning	Robert E. Schapire,Yoram Singer
855	Adjusted Probability Naive Bayesian Induction	1998	Australian Joint Conference on Artificial Intelligence	Geoffrey I. Webb,Michael J. Pazzani
856	Covering Number Bounds of Certain Regularized Linear Function Classes	2002	Journal of Machine Learning Research	Tong Zhang
857	Training Products of Experts by Minimizing Contrastive Divergence	2002	Neural Computation	Geoffrey E. Hinton
858	Complexity Theoretic Hardness Results for Query Learning	1998	Computational Complexity	Howard Aizenstein,Tibor Hegedus,Lisa Hellerstein,Leonard Pitt
859	Use of the Zero-Norm with Linear Models and Kernel Methods	2003	Journal of Machine Learning Research	Jason Weston,Andre Elisseeff,Bernhard Scholkopf,Michael E. Tipping
860	Nonlinear Component Analysis as a Kernel Eigenvalue Problem	1998	Neural Computation	Bernhard Scholkopf,Alex J. Smola,Klaus-Robert Muller
861	Tracking the Best Linear Predictor	2001	Journal of Machine Learning Research	Mark Herbster,Manfred K. Warmuth
862	Learning Relations from Noisy Examples: An Empirical Comparison of LINUS and FOIL	1991	ML	Saso Dzeroski,Nada Lavrac
863	Design of a neural network character recognizer for a touch terminal	1991	Pattern Recognition	Isabelle Guyon,P. Albrecht,Yann LeCun,John S. Denker,Wayne E. Hubbard
864	Improving the k-NCN classification rule through heuristic modifications	1998	Pattern Recognition Letters	Jose Salvador Sanchez,Filiberto Pla,Francesc J. Ferri
865	Segmenting handwritten Chinese characters based on heuristic merging of stroke bounding boxes and dynamic programming	1998	Pattern Recognition Letters	Lin Yu Tseng,Rung Ching Chen
866	Fast String Matching Algorithms for Run-Length Coded Strings	1995	Computing	Kuo-Liang Chung
867	Experimental evaluation of expert fusion strategies	1999	Pattern Recognition Letters	Fuad M. Alkoot,Josef Kittler
868	Operations on binary images encoded as minimized Boolean functions	1997	Pattern Recognition Letters	Debranjan Sarkar
869	Multidimensional curve classification using passing-through regions	1999	Pattern Recognition Letters	Mineichi Kudo,Jun Toyama,Masaru Shimbo
870	Unsupervised texture segmentation with one-step mean shift and boundary Markov random fields	2001	Pattern Recognition Letters	Xiangyu Yang,Jun Liu
871	Point set pattern matching in 3-D	1996	Pattern Recognition Letters	Laurence Boxer
872	Combination of neural and statistical algorithms for supervised classification of remote-sensing image	2000	Pattern Recognition Letters	Giorgio Giacinto,Fabio Roli,Lorenzo Bruzzone
873	Recognition-based handwritten Chinese character segmentation using a probabilistic Viterbi algorithm	1999	Pattern Recognition Letters	Yi-Hong Tseng,Hsi-Jian Lee
874	A connectionist expert system model for conflict resolution in unconstrained handwritten numeral recognition	1998	Pattern Recognition Letters	N. V. Subba Reddy,P. Nagabhushan
875	Modification of hough transform for object recognition using a 2-dimensional array	1995	Pattern Recognition	Raymond K. K. Yip,Peter Kwong-Shun Tam,Dennis N. K. Leung
876	Updating a priori information in fuzzy pattern recognition to improve classification performance	2000	Journal of Intelligent and Fuzzy Systems	Sameer Singh
877	Automatic watershed segmentation of randomly textured color images	1997	IEEE Transactions on Image Processing	Leila Shafarenko,Maria Petrou,Josef Kittler
878	A neural matching algorithm for 3-D reconstruction from stereo pairs of linear images	1996	Pattern Recognition Letters	Yassine Ruichek,Jack-Gerard Postaire
879	Relationship of Sum and Vote Fusion Strategies	2001	Multiple Classifier Systems	Josef Kittler,Fuad M. Alkoot
880	Complexity of Classification Problems and Comparative Advantages of Combined Classifiers	2000	Multiple Classifier Systems	Tin Kam Ho
881	Classifier Instability and Partitioning	2000	Multiple Classifier Systems	Terry Windeatt
882	Feature selection algorithms for the generation of multiple classifier systems and their application to handwritten word recognition	2004	Pattern Recognition Letters	Simon Gunter,Horst Bunke
883	Operations on binary images represented by interpolation based bintrees	1999	Pattern Recognition Letters	Debranjan Sarkar,Nishit Gupta
884	A novel method for parameter estimation of digital arc	1996	Pattern Recognition Letters	Pong Chi Yuen,Guo-Can Feng
885	Parallel Finding All Initial Palindromes and Periods of a String on Reconfigurable Meshes	1998	Computing	Kuo-Liang Chung,Hsiu-Niang Chen
886	Curve skeletonization of surface-like objects in 3D images guided by voxel classification	2002	Pattern Recognition Letters	Stina Svensson,Ingela Nystrom,Gabriella Sanniti di Baja
887	Cooperation of color pixel classification schemes and color watershed: a study for microscopic images	2002	IEEE Transactions on Image Processing	Olivier Lezoray,Hubert Cardot
888	A multiple point boundary smoothing algorithm, 	1998	Pattern Recognition Letters	Jianming Hu,Donggang Yu,Hong Yan
889	A Bayesian compatibility model for graph matching	1996	Pattern Recognition Letters	Richard C. Wilson,Edwin R. Hancock
890	Error Rejection in Linearly Combined Multiple Classifiers	2001	Multiple Classifier Systems	Giorgio Fumera,Fabio Roli
891	Loop-free snakes for highly irregular object shapes	2002	Pattern Recognition Letters	Lilian Ji,Hong Yan
892	On a metric distance between fuzzy sets	1996	Pattern Recognition Letters	B. B. Chaudhuri,Azriel Rosenfeld
893	Outliers in statistical pattern recognition and an application to automatic chromosome classification	1997	Pattern Recognition Letters	Gunter Ritter,Maria Teresa Gallegos
894	The Practical Performance Characteristics of Tomographically Filtered Multiple Classifier Fusion	2003	Multiple Classifier Systems	David Windridge,Josef Kittler
895	Modification of hough transform for circles and ellipses detection using a 2-dimensional array	1992	Pattern Recognition	Raymond K. K. Yip,Peter Kwong-Shun Tam,Dennis N. K. Leung
896	A comparative study of neural network based feature extraction paradigms	1999	Pattern Recognition Letters	Boaz Lerner,Hugo Guterman,Mayer Aladjem,Its'hak Dinstein
897	A new local property of strong n-surfaces	1999	Pattern Recognition Letters	Remy Malgouyres,Gilles Bertrand
898	A new split-and-merge technique for polygonal approximation of chain coded curves	1995	Pattern Recognition Letters	Bimal Kumar Ray,Kumar S. Ray
899	Improvements on the linear discrimination technique with application to face recognition	2003	Pattern Recognition Letters	Xiao-Yuan Jing,David Zhang,Yong-Fang Yao
900	Face detection using discriminating feature analysis and Support Vector Machine	2006	Pattern Recognition	Peichung Shih,Chengjun Liu
901	New progressive image transmission based on quadtree and shading approach with resolution control	2001	Pattern Recognition Letters	Kuo-Liang Chung,Shou-Yi Tseng
902	An algorithm for detection of dominant points and polygonal approximation of digitized curves	1992	Pattern Recognition Letters	Bimal Kumar Ray,Kumar S. Ray
903	A Boolean characterization of three-dimensional simple points	1996	Pattern Recognition Letters	Gilles Bertrand
904	Accurate object localization in gray level images using the center of gravity measure: accuracy versus precision	2002	IEEE Transactions on Image Processing	Hans C. van Assen,Michael Egmont-Petersen,Johan H. C. Reiber
905	On the independence of rotation moment invariants	2000	Pattern Recognition	Jan Flusser
906	Combining Fisher Linear Discriminants for Dissimilarity Representations	2000	Multiple Classifier Systems	Elzbieta Pekalska,Marina Skurichina,Robert P. W. Duin
907	Fusion of multiple classifiers for intrusion detection in computer networks	2003	Pattern Recognition Letters	Giorgio Giacinto,Fabio Roli,Luca Didaci
908	On Hausdorff-like metrics for fuzzy sets	1997	Pattern Recognition Letters	Laurence Boxer
